Académie Lib L;Diplôme regroupé Lib L;Département Lib L;Série du baccalauréat Lib L;Nombre total d'admis;Nombre de présents;Série du baccalauréat Lib C;Sexe;Session;Situation déclarée candidat;Secteur d'enseignement;Contrat de l'établissement;TAUX DE REUSSITE (col E / col F * 100)
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC SCIENTIFIQUE;32;34;BAC S;2;1999;1;2;2;94,11764706
VERSAILLES;BAC GENERAL;ESSONNE;BAC SCIENTIFIQUE;113;128;BAC S;2;1999;1;2;2;88,28125
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;982;1463;BAC S;1;1999;1;1;X;67,12235133
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;380;535;BAC ES;1;1999;1;1;X;71,02803738
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;1999;5;1;X;100
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC LITTERAIRE;2;3;BAC L;1;1999;5;1;X;66,66666667
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;404;442;BAC ES;2;1999;1;2;2;91,40271493
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;483;560;BAC S;1;1999;1;2;2;86,25
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;10;13;BAC ES;1;1999;1;2;0;76,92307692
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC LITTERAIRE;22;53;BAC L;2;1999;2;-;-;41,50943396
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;415;613;BAC ES;1;1999;1;1;X;67,69983687
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;141;207;BAC L;1;1999;1;1;X;68,11594203
DIJON;BAC GENERAL;YONNE;BAC LITTERAIRE;29;33;BAC L;2;1999;1;2;2;87,87878788
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;11;34;BAC ES;1;1999;2;-;-;32,35294118
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;12;52;BAC ES;2;1999;2;-;-;23,07692308
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;19;51;BAC L;2;1999;5;1;X;37,25490196
LA REUNION;BAC GENERAL;LA REUNION;BAC ECONOMIQUE ET SOCIAL;74;75;BAC ES;2;1999;1;2;2;98,66666667
AIX-MARSEILLE;BAC GENERAL;HAUTES-ALPES;BAC LITTERAIRE;1;1;BAC L;1;1997;1;2;2;100
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;22;40;BAC ES;1;1999;2;-;-;55
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC SCIENTIFIQUE;113;171;BAC S;1;1999;1;1;X;66,08187135
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC ECONOMIQUE ET SOCIAL;2;3;BAC ES;1;1999;2;-;-;66,66666667
CORSE;BAC GENERAL;HAUTE-CORSE;BAC SCIENTIFIQUE;110;165;BAC S;1;1999;1;1;X;66,66666667
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC SCIENTIFIQUE;373;532;BAC S;1;1999;1;1;X;70,11278195
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC ECONOMIQUE ET SOCIAL;132;201;BAC ES;1;1999;1;1;X;65,67164179
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC ECONOMIQUE ET SOCIAL;292;399;BAC ES;2;1999;1;1;X;73,18295739
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC SCIENTIFIQUE;8;32;BAC S;1;1999;2;-;-;25
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC LITTERAIRE;41;80;BAC L;2;1999;2;-;-;51,25
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC LITTERAIRE;9;19;BAC L;1;1999;2;-;-;47,36842105
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;0;3;BAC L;1;1999;1;2;0;0
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC SCIENTIFIQUE;369;457;BAC S;2;1999;1;1;X;80,74398249
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC LITTERAIRE;338;406;BAC L;2;1999;1;1;X;83,25123153
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC SCIENTIFIQUE;40;60;BAC S;2;1999;1;2;2;66,66666667
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC SCIENTIFIQUE;1;10;BAC S;1;1999;2;-;-;10
GUYANE;BAC GENERAL;GUYANE;BAC LITTERAIRE;23;33;BAC L;1;1999;1;1;X;69,6969697
GUYANE;BAC GENERAL;GUYANE;BAC ECONOMIQUE ET SOCIAL;3;10;BAC ES;2;1999;2;-;-;30
GUYANE;BAC GENERAL;GUYANE;BAC ECONOMIQUE ET SOCIAL;4;4;BAC ES;1;1999;2;-;-;100
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;2;7;BAC ES;1;1999;1;2;0;28,57142857
CAEN;BAC GENERAL;CALVADOS;BAC LITTERAIRE;2;2;BAC L;1;1997;1;2;0;100
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;1;11;BAC S;2;1999;5;1;X;9,090909091
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;5;15;BAC S;2;1999;2;-;-;33,33333333
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;3;7;BAC L;1;1999;5;1;X;42,85714286
CORSE;BAC GENERAL;HAUTE-CORSE;BAC LITTERAIRE;12;16;BAC L;2;1999;1;2;2;75
BESANCON;BAC GENERAL;DOUBS;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;1997;5;1;X;0
LA REUNION;BAC GENERAL;LA REUNION;BAC SCIENTIFIQUE;3;15;BAC S;1;1999;2;-;-;20
TOULOUSE;BAC GENERAL;GERS;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;2;1997;2;-;-;#DIV/0!
TOULOUSE;BAC GENERAL;LOT;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;1997;2;-;-;0
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;0;2;BAC S;1;1997;2;-;-;0
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;1;2;BAC S;2;1997;1;2;0;50
LIMOGES;BAC GENERAL;CREUSE;BAC LITTERAIRE;0;1;BAC L;1;1998;1;2;2;0
ORLEANS-TOURS;BAC GENERAL;CHER;BAC LITTERAIRE;0;2;BAC L;2;1998;2;-;-;0
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC LITTERAIRE;1;1;BAC L;1;1998;2;-;-;100
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC SCIENTIFIQUE;0;1;BAC S;2;1998;2;-;-;0
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;2;1999;1;2;0;50
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;2;3;BAC L;2;1999;5;1;X;66,66666667
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;1999;2;-;-;0
NANTES;BAC GENERAL;MAYENNE;BAC SCIENTIFIQUE;1;1;BAC S;1;1999;5;1;X;100
TOULOUSE;BAC GENERAL;ARIEGE;BAC SCIENTIFIQUE;1;1;BAC S;2;1999;2;-;-;100
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;1999;1;2;0;0
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;1;1;BAC L;1;1999;2;-;-;100
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;0;1;BAC L;1;1999;5;1;X;0
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;1999;1;2;0;0
TOULOUSE;BAC GENERAL;ARIEGE;BAC LITTERAIRE;0;0;BAC L;1;1998;2;-;-;#DIV/0!
LIMOGES;BAC GENERAL;CREUSE;BAC SCIENTIFIQUE;0;1;BAC S;2;1997;5;1;X;0
PARIS;BAC GENERAL;PARIS;BAC LITTERAIRE;1;1;BAC L;2;1999;1;2;1;100
NANTES;BAC GENERAL;MAYENNE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;1999;5;1;X;0
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC ECONOMIQUE ET SOCIAL;1;3;BAC ES;1;1997;1;2;2;33,33333333
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC SCIENTIFIQUE;1;1;BAC S;1;1998;5;1;X;100
NICE;BAC GENERAL;ALPES-MARITIMES;BAC SCIENTIFIQUE;24;48;BAC S;1;2000;1;2;0;50
LYON;BAC GENERAL;AIN;BAC SCIENTIFIQUE;6;12;BAC S;1;2000;2;-;-;50
LYON;BAC GENERAL;AIN;BAC LITTERAIRE;291;336;BAC L;2;2000;1;1;X;86,60714286
LYON;BAC GENERAL;AIN;BAC SCIENTIFIQUE;424;482;BAC S;2;2000;1;1;X;87,96680498
LYON;BAC GENERAL;AIN;BAC LITTERAIRE;21;27;BAC L;2;2000;1;2;2;77,77777778
GRENOBLE;BAC GENERAL;ARDECHE;BAC SCIENTIFIQUE;109;130;BAC S;1;2000;1;2;2;83,84615385
AIX-MARSEILLE;BAC GENERAL;HAUTES-ALPES;BAC LITTERAIRE;4;8;BAC L;2;2000;2;-;-;50
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2000;2;-;-;0
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC LITTERAIRE;134;156;BAC L;2;2000;1;1;X;85,8974359
AIX-MARSEILLE;BAC GENERAL;ALPES-DE-HTE-PROVENCE;BAC LITTERAIRE;24;30;BAC L;1;2000;1;1;X;80
CLERMONT-FERRAND;BAC GENERAL;ALLIER;BAC LITTERAIRE;1;4;BAC L;2;2000;5;1;X;25
CLERMONT-FERRAND;BAC GENERAL;ALLIER;BAC SCIENTIFIQUE;0;1;BAC S;1;2000;2;-;-;0
CLERMONT-FERRAND;BAC GENERAL;ALLIER;BAC LITTERAIRE;42;52;BAC L;1;2000;1;1;X;80,76923077
AMIENS;BAC GENERAL;AISNE;BAC LITTERAIRE;3;5;BAC L;2;2000;5;1;X;60
AMIENS;BAC GENERAL;AISNE;BAC SCIENTIFIQUE;2;8;BAC S;1;2000;2;-;-;25
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC LITTERAIRE;344;414;BAC L;2;2000;1;2;2;83,09178744
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC LITTERAIRE;65;92;BAC L;1;2000;1;2;2;70,65217391
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC ECONOMIQUE ET SOCIAL;1012;1336;BAC ES;2;2000;1;1;X;75,74850299
AIX-MARSEILLE;BAC GENERAL;BOUCHES-DU-RHONE;BAC SCIENTIFIQUE;10;19;BAC S;2;2000;1;2;0;52,63157895
REIMS;BAC GENERAL;ARDENNES;BAC SCIENTIFIQUE;18;21;BAC S;2;2000;1;2;2;85,71428571
REIMS;BAC GENERAL;ARDENNES;BAC ECONOMIQUE ET SOCIAL;12;16;BAC ES;2;2000;1;2;2;75
REIMS;BAC GENERAL;ARDENNES;BAC LITTERAIRE;11;14;BAC L;2;2000;1;2;2;78,57142857
TOULOUSE;BAC GENERAL;ARIEGE;BAC SCIENTIFIQUE;119;161;BAC S;1;2000;1;1;X;73,91304348
TOULOUSE;BAC GENERAL;ARIEGE;BAC ECONOMIQUE ET SOCIAL;66;71;BAC ES;2;2000;1;1;X;92,95774648
TOULOUSE;BAC GENERAL;ARIEGE;BAC LITTERAIRE;77;96;BAC L;2;2000;1;1;X;80,20833333
REIMS;BAC GENERAL;AUBE;BAC ECONOMIQUE ET SOCIAL;116;159;BAC ES;1;2000;1;1;X;72,95597484
REIMS;BAC GENERAL;AUBE;BAC SCIENTIFIQUE;5;7;BAC S;2;2000;1;2;9;71,42857143
REIMS;BAC GENERAL;AUBE;BAC SCIENTIFIQUE;0;2;BAC S;1;2000;2;-;-;0
REIMS;BAC GENERAL;AUBE;BAC LITTERAIRE;5;7;BAC L;2;2000;2;-;-;71,42857143
MONTPELLIER;BAC GENERAL;AUDE;BAC SCIENTIFIQUE;277;347;BAC S;1;2000;1;1;X;79,82708934
MONTPELLIER;BAC GENERAL;AUDE;BAC SCIENTIFIQUE;219;251;BAC S;2;2000;1;1;X;87,25099602
MONTPELLIER;BAC GENERAL;AUDE;BAC SCIENTIFIQUE;26;32;BAC S;2;2000;1;2;2;81,25
MONTPELLIER;BAC GENERAL;AUDE;BAC LITTERAIRE;22;28;BAC L;2;2000;1;2;2;78,57142857
MONTPELLIER;BAC GENERAL;AUDE;BAC LITTERAIRE;6;8;BAC L;1;2000;1;2;2;75
MONTPELLIER;BAC GENERAL;AUDE;BAC LITTERAIRE;5;5;BAC L;2;2000;1;2;0;100
MONTPELLIER;BAC GENERAL;AUDE;BAC LITTERAIRE;2;7;BAC L;1;2000;2;-;-;28,57142857
TOULOUSE;BAC GENERAL;AVEYRON;BAC ECONOMIQUE ET SOCIAL;84;96;BAC ES;2;2000;1;2;2;87,5
TOULOUSE;BAC GENERAL;AVEYRON;BAC LITTERAIRE;0;2;BAC L;1;2000;5;1;X;0
POITIERS;BAC GENERAL;CHARENTE-MARITIME;BAC SCIENTIFIQUE;34;40;BAC S;1;2000;1;2;2;85
TOULOUSE;BAC GENERAL;ARIEGE;BAC SCIENTIFIQUE;8;12;BAC S;2;2000;1;2;2;66,66666667
REIMS;BAC GENERAL;AUBE;BAC LITTERAIRE;33;39;BAC L;2;2000;1;2;2;84,61538462
CAEN;BAC GENERAL;CALVADOS;BAC ECONOMIQUE ET SOCIAL;226;315;BAC ES;1;2000;1;1;X;71,74603175
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC ECONOMIQUE ET SOCIAL;54;68;BAC ES;1;2000;1;1;X;79,41176471
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC SCIENTIFIQUE;2;3;BAC S;2;2000;2;-;-;66,66666667
CLERMONT-FERRAND;BAC GENERAL;CANTAL;BAC LITTERAIRE;1;1;BAC L;2;2000;5;1;X;100
BESANCON;BAC GENERAL;DOUBS;BAC SCIENTIFIQUE;585;703;BAC S;1;2000;1;1;X;83,21479374
BESANCON;BAC GENERAL;DOUBS;BAC LITTERAIRE;16;17;BAC L;1;2000;1;2;2;94,11764706
ORLEANS-TOURS;BAC GENERAL;CHER;BAC ECONOMIQUE ET SOCIAL;168;207;BAC ES;2;2000;1;1;X;81,15942029
ORLEANS-TOURS;BAC GENERAL;CHER;BAC ECONOMIQUE ET SOCIAL;15;18;BAC ES;1;2000;1;2;2;83,33333333
ORLEANS-TOURS;BAC GENERAL;CHER;BAC SCIENTIFIQUE;3;4;BAC S;1;2000;2;-;-;75
ORLEANS-TOURS;BAC GENERAL;CHER;BAC SCIENTIFIQUE;0;0;BAC S;2;2000;2;-;-;#DIV/0!
ORLEANS-TOURS;BAC GENERAL;CHER;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;2;2000;2;-;-;0
ORLEANS-TOURS;BAC GENERAL;CHER;BAC LITTERAIRE;0;2;BAC L;1;2000;2;-;-;0
LIMOGES;BAC GENERAL;CORREZE;BAC LITTERAIRE;35;40;BAC L;1;2000;1;1;X;87,5
LIMOGES;BAC GENERAL;CORREZE;BAC LITTERAIRE;15;23;BAC L;2;2000;1;2;2;65,2173913
LIMOGES;BAC GENERAL;CORREZE;BAC ECONOMIQUE ET SOCIAL;9;17;BAC ES;1;2000;1;2;2;52,94117647
LIMOGES;BAC GENERAL;CORREZE;BAC ECONOMIQUE ET SOCIAL;2;4;BAC ES;1;2000;2;-;-;50
LIMOGES;BAC GENERAL;CORREZE;BAC LITTERAIRE;5;8;BAC L;2;2000;2;-;-;62,5
LIMOGES;BAC GENERAL;CORREZE;BAC LITTERAIRE;0;2;BAC L;2;2000;5;1;X;0
DIJON;BAC GENERAL;COTE D'OR;BAC SCIENTIFIQUE;420;514;BAC S;2;2000;1;1;X;81,71206226
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;402;483;BAC ES;2;2000;1;1;X;83,22981366
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;85;103;BAC ES;2;2000;1;2;2;82,52427184
DIJON;BAC GENERAL;COTE D'OR;BAC ECONOMIQUE ET SOCIAL;44;60;BAC ES;1;2000;1;2;2;73,33333333
DIJON;BAC GENERAL;COTE D'OR;BAC LITTERAIRE;3;7;BAC L;2;2000;2;-;-;42,85714286
RENNES;BAC GENERAL;COTES D'ARMOR;BAC SCIENTIFIQUE;1;3;BAC S;2;2000;2;-;-;33,33333333
RENNES;BAC GENERAL;COTES D'ARMOR;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;1;2000;2;-;-;#DIV/0!
LIMOGES;BAC GENERAL;CREUSE;BAC LITTERAIRE;1;1;BAC L;2;2000;1;2;2;100
BORDEAUX;BAC GENERAL;DORDOGNE;BAC LITTERAIRE;56;76;BAC L;1;2000;1;1;X;73,68421053
POITIERS;BAC GENERAL;CHARENTE;BAC ECONOMIQUE ET SOCIAL;10;18;BAC ES;2;2000;1;2;2;55,55555556
BORDEAUX;BAC GENERAL;DORDOGNE;BAC SCIENTIFIQUE;3;5;BAC S;2;2000;5;1;X;60
BORDEAUX;BAC GENERAL;DORDOGNE;BAC ECONOMIQUE ET SOCIAL;1;3;BAC ES;2;2000;5;1;X;33,33333333
BORDEAUX;BAC GENERAL;DORDOGNE;BAC LITTERAIRE;0;0;BAC L;1;2000;5;1;X;#DIV/0!
RENNES;BAC GENERAL;FINISTERE;BAC SCIENTIFIQUE;526;602;BAC S;1;2000;1;2;2;87,37541528
RENNES;BAC GENERAL;FINISTERE;BAC ECONOMIQUE ET SOCIAL;356;390;BAC ES;2;2000;1;2;2;91,28205128
RENNES;BAC GENERAL;FINISTERE;BAC LITTERAIRE;52;63;BAC L;1;2000;1;2;2;82,53968254
RENNES;BAC GENERAL;FINISTERE;BAC LITTERAIRE;101;112;BAC L;1;2000;1;1;X;90,17857143
BESANCON;BAC GENERAL;DOUBS;BAC ECONOMIQUE ET SOCIAL;3;10;BAC ES;1;2000;2;-;-;30
GRENOBLE;BAC GENERAL;DROME;BAC SCIENTIFIQUE;417;471;BAC S;2;2000;1;1;X;88,53503185
GRENOBLE;BAC GENERAL;DROME;BAC ECONOMIQUE ET SOCIAL;190;233;BAC ES;1;2000;1;1;X;81,54506438
GRENOBLE;BAC GENERAL;DROME;BAC LITTERAIRE;16;21;BAC L;1;2000;1;2;2;76,19047619
ROUEN;BAC GENERAL;EURE;BAC LITTERAIRE;12;16;BAC L;1;2000;1;2;2;75
ROUEN;BAC GENERAL;EURE;BAC ECONOMIQUE ET SOCIAL;4;10;BAC ES;1;2000;2;-;-;40
ROUEN;BAC GENERAL;EURE;BAC LITTERAIRE;2;4;BAC L;1;2000;2;-;-;50
ORLEANS-TOURS;BAC GENERAL;EURE-ET-LOIR;BAC SCIENTIFIQUE;397;477;BAC S;1;2000;1;1;X;83,22851153
LIMOGES;BAC GENERAL;CREUSE;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;2000;5;1;X;100
MONTPELLIER;BAC GENERAL;GARD;BAC SCIENTIFIQUE;112;131;BAC S;1;2000;1;2;2;85,49618321
MONTPELLIER;BAC GENERAL;GARD;BAC LITTERAIRE;90;108;BAC L;2;2000;1;2;2;83,33333333
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;645;755;BAC ES;2;2000;1;1;X;85,43046358
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;2;4;BAC ES;1;2000;1;2;0;50
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;15;24;BAC ES;1;2000;2;-;-;62,5
TOULOUSE;BAC GENERAL;HAUTE-GARONNE;BAC ECONOMIQUE ET SOCIAL;4;15;BAC ES;2;2000;2;-;-;26,66666667
TOULOUSE;BAC GENERAL;GERS;BAC SCIENTIFIQUE;8;9;BAC S;1;2000;1;2;9;88,88888889
TOULOUSE;BAC GENERAL;GERS;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;2;2000;2;-;-;100
TOULOUSE;BAC GENERAL;GERS;BAC LITTERAIRE;2;2;BAC L;1;2000;2;-;-;100
RENNES;BAC GENERAL;FINISTERE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;1;2000;2;-;-;50
BORDEAUX;BAC GENERAL;GIRONDE;BAC ECONOMIQUE ET SOCIAL;5;19;BAC ES;1;2000;1;2;0;26,31578947
MONTPELLIER;BAC GENERAL;HERAULT;BAC LITTERAIRE;186;216;BAC L;1;2000;1;1;X;86,11111111
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC SCIENTIFIQUE;567;674;BAC S;1;2000;1;2;2;84,12462908
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC ECONOMIQUE ET SOCIAL;377;405;BAC ES;2;2000;1;2;2;93,08641975
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC LITTERAIRE;3;6;BAC L;1;2000;1;2;2;50
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC LITTERAIRE;6;10;BAC L;2;2000;1;2;2;60
ORLEANS-TOURS;BAC GENERAL;INDRE;BAC ECONOMIQUE ET SOCIAL;65;97;BAC ES;1;2000;1;1;X;67,01030928
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC SCIENTIFIQUE;498;581;BAC S;2;2000;1;1;X;85,71428571
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;369;473;BAC ES;2;2000;1;1;X;78,01268499
BORDEAUX;BAC GENERAL;GIRONDE;BAC LITTERAIRE;6;13;BAC L;1;2000;5;1;X;46,15384615
GRENOBLE;BAC GENERAL;ISERE;BAC ECONOMIQUE ET SOCIAL;83;92;BAC ES;1;2000;1;2;2;90,2173913
GRENOBLE;BAC GENERAL;ISERE;BAC ECONOMIQUE ET SOCIAL;7;12;BAC ES;1;2000;2;-;-;58,33333333
GRENOBLE;BAC GENERAL;ISERE;BAC LITTERAIRE;13;41;BAC L;2;2000;2;-;-;31,70731707
BESANCON;BAC GENERAL;JURA;BAC SCIENTIFIQUE;219;247;BAC S;2;2000;1;1;X;88,66396761
BESANCON;BAC GENERAL;JURA;BAC ECONOMIQUE ET SOCIAL;19;23;BAC ES;1;2000;1;2;2;82,60869565
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;6;7;BAC L;1;2000;1;2;2;85,71428571
BESANCON;BAC GENERAL;JURA;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;2000;5;1;X;100
BESANCON;BAC GENERAL;JURA;BAC LITTERAIRE;1;1;BAC L;2;2000;5;1;X;100
RENNES;BAC GENERAL;ILLE-ET-VILAINE;BAC LITTERAIRE;11;18;BAC L;2;2000;5;1;X;61,11111111
ORLEANS-TOURS;BAC GENERAL;LOIR-ET-CHER;BAC ECONOMIQUE ET SOCIAL;39;40;BAC ES;2;2000;1;2;2;97,5
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;5;12;BAC ES;2;2000;2;-;-;41,66666667
ORLEANS-TOURS;BAC GENERAL;INDRE-ET-LOIRE;BAC LITTERAIRE;8;21;BAC L;2;2000;2;-;-;38,0952381
LYON;BAC GENERAL;LOIRE;BAC ECONOMIQUE ET SOCIAL;9;15;BAC ES;1;2000;2;-;-;60
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC LITTERAIRE;144;186;BAC L;1;2000;1;1;X;77,41935484
BORDEAUX;BAC GENERAL;LANDES;BAC SCIENTIFIQUE;2;2;BAC S;2;2000;1;2;0;100
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC ECONOMIQUE ET SOCIAL;495;577;BAC ES;2;2000;1;1;X;85,78856153
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC SCIENTIFIQUE;5;14;BAC S;2;2000;2;-;-;35,71428571
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC ECONOMIQUE ET SOCIAL;1;9;BAC ES;2;2000;2;-;-;11,11111111
TOULOUSE;BAC GENERAL;LOT;BAC ECONOMIQUE ET SOCIAL;31;38;BAC ES;1;2000;1;1;X;81,57894737
TOULOUSE;BAC GENERAL;LOT;BAC LITTERAIRE;72;94;BAC L;2;2000;1;1;X;76,59574468
TOULOUSE;BAC GENERAL;LOT;BAC ECONOMIQUE ET SOCIAL;10;15;BAC ES;1;2000;1;2;2;66,66666667
TOULOUSE;BAC GENERAL;LOT;BAC SCIENTIFIQUE;1;2;BAC S;1;2000;5;1;X;50
BORDEAUX;BAC GENERAL;LOT-ET-GARONNE;BAC LITTERAIRE;5;7;BAC L;1;2000;1;2;2;71,42857143
MONTPELLIER;BAC GENERAL;LOZERE;BAC SCIENTIFIQUE;49;58;BAC S;2;2000;1;1;X;84,48275862
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC ECONOMIQUE ET SOCIAL;309;381;BAC ES;2;2000;1;1;X;81,1023622
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC SCIENTIFIQUE;462;535;BAC S;1;2000;1;2;2;86,35514019
CLERMONT-FERRAND;BAC GENERAL;HAUTE-LOIRE;BAC ECONOMIQUE ET SOCIAL;0;0;BAC ES;2;2000;2;-;-;#DIV/0!
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC SCIENTIFIQUE;21;24;BAC S;1;2000;1;2;9;87,5
NANTES;BAC GENERAL;MAINE-ET-LOIRE;BAC LITTERAIRE;11;12;BAC L;2;2000;2;-;-;91,66666667
NANTES;BAC GENERAL;LOIRE-ATLANTIQUE;BAC ECONOMIQUE ET SOCIAL;5;8;BAC ES;2;2000;5;1;X;62,5
ORLEANS-TOURS;BAC GENERAL;LOIRET;BAC ECONOMIQUE ET SOCIAL;90;104;BAC ES;2;2000;1;2;2;86,53846154
BORDEAUX;BAC GENERAL;LANDES;BAC SCIENTIFIQUE;1;4;BAC S;2;2000;5;1;X;25
BORDEAUX;BAC GENERAL;LANDES;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;1;2000;2;-;-;50
REIMS;BAC GENERAL;MARNE;BAC ECONOMIQUE ET SOCIAL;443;518;BAC ES;2;2000;1;1;X;85,52123552
REIMS;BAC GENERAL;MARNE;BAC LITTERAIRE;1;1;BAC L;2;2000;5;1;X;100
REIMS;BAC GENERAL;HAUTE-MARNE;BAC ECONOMIQUE ET SOCIAL;49;67;BAC ES;1;2000;1;1;X;73,13432836
REIMS;BAC GENERAL;HAUTE-MARNE;BAC LITTERAIRE;99;121;BAC L;2;2000;1;1;X;81,81818182
